n,time
357,0.00023066997528076172
358,0.00022983551025390625
359,0.0002307891845703125
360,0.00023031234741210938
361,0.0002315044403076172
362,0.0002315044403076172
363,0.0002315044403076172
364,0.0002332925796508789
365,0.0002334117889404297
366,0.00023472309112548828
367,0.0002340078353881836
368,0.00023555755615234375
369,0.0002353191375732422
370,0.0002372264862060547
371,0.00023734569549560547
372,0.0002391338348388672
373,0.00023984909057617188
374,0.00024008750915527344
375,0.00024116039276123047
376,0.00024127960205078125
377,0.00024080276489257812
378,0.00024199485778808594
379,0.00024366378784179688
380,0.00024449825286865234
381,0.00024628639221191406
382,0.00024700164794921875
383,0.00024819374084472656
384,0.0002485513687133789
385,0.0002579689025878906
386,0.0002593994140625
387,0.0002593994140625
388,0.0002598762512207031
389,0.0002593994140625
390,0.0002601146697998047
391,0.0002657175064086914
392,0.00026214122772216797
393,0.00026237964630126953
394,0.0002614259719848633
395,0.0002617835998535156
396,0.0002617835998535156
397,0.0002620220184326172
398,0.00026297569274902344
399,0.00026345252990722656
400,0.0002636909484863281
401,0.0002645254135131836
402,0.000263214111328125
403,0.00026535987854003906
404,0.0002650022506713867
405,0.0002657175064086914
406,0.0002669095993041992
407,0.0002671480178833008
408,0.0002671480178833008
409,0.00026786327362060547
410,0.0002696514129638672
411,0.0002707242965698242
412,0.000270843505859375
413,0.0002722740173339844
414,0.0002721548080444336
415,0.00027251243591308594
416,0.0002734661102294922
417,0.00027763843536376953
418,0.00027632713317871094
419,0.0002766847610473633
420,0.0002777576446533203
421,0.0002766847610473633
422,0.0002779960632324219
423,0.0002783536911010742
424,0.00027811527252197266
425,0.00027954578399658203
426,0.00027871131896972656
427,0.0002796649932861328
428,0.00028121471405029297
429,0.0002809762954711914
430,0.00028192996978759766
431,0.00028252601623535156
432,0.0002824068069458008
433,0.0002847909927368164
434,0.00028634071350097656
435,0.0002853870391845703
436,0.0002853870391845703
437,0.0002856254577636719
438,0.00028645992279052734
439,0.0002872943878173828
440,0.0002880096435546875
441,0.0002892017364501953
442,0.0002903938293457031
443,0.0002903938293457031
444,0.00029098987579345703
445,0.00029265880584716797
446,0.00029277801513671875
447,0.0002930164337158203
448,0.0002949237823486328
449,0.00029850006103515625
450,0.0002999305725097656
451,0.00030112266540527344
452,0.00030040740966796875
453,0.00030231475830078125
454,0.0003018379211425781
455,0.00030243396759033203
456,0.00030350685119628906
457,0.0003027915954589844
458,0.00030410289764404297
459,0.00030493736267089844
460,0.00030422210693359375
461,0.00030541419982910156
462,0.0003058910369873047
463,0.0003094673156738281
464,0.0003085136413574219
465,0.0003101825714111328
466,0.00030934810638427734
467,0.0003101825714111328
468,0.0003120899200439453
469,0.00031173229217529297
470,0.00031244754791259766
471,0.00031185150146484375
472,0.0003141164779663086
473,0.00031495094299316406
474,0.0003151893615722656
475,0.00031685829162597656
476,0.00031769275665283203
477,0.00031876564025878906
478,0.0003185272216796875
479,0.0003203153610229492
480,0.00032210350036621094
481,0.00032258033752441406
482,0.00032448768615722656
483,0.000324249267578125
484,0.0003255605697631836
485,0.0003255605697631836
486,0.0003267526626586914
487,0.00032806396484375
488,0.0003275871276855469
489,0.00032830238342285156
490,0.00032913684844970703
491,0.00032889842987060547
492,0.0003287792205810547
493,0.00032973289489746094
494,0.0003317594528198242
495,0.0003311634063720703
496,0.0003324747085571289
497,0.00033342838287353516
498,0.0003337860107421875
499,0.0003361701965332031
500,0.0003352165222167969
501,0.0003358125686645508
502,0.00033855438232421875
503,0.0003383159637451172
504,0.0003393888473510742
505,0.0003396272659301758
506,0.00034797191619873047
507,0.0003440380096435547
508,0.00034308433532714844
509,0.00034499168395996094
510,0.0003451108932495117
511,0.0003439188003540039
512,0.0003464221954345703
513,0.00038170814514160156
514,0.00038242340087890625
515,0.0003839731216430664
516,0.00038444995880126953
517,0.00038564205169677734
518,0.00038444995880126953
519,0.00038683414459228516
520,0.00038611888885498047
521,0.00038552284240722656
522,0.0003865957260131836
523,0.0003867149353027344
524,0.00038886070251464844
525,0.0003898143768310547
526,0.0003877878189086914
527,0.0003895759582519531
528,0.0003898143768310547
529,0.0003896951675415039
530,0.00039076805114746094
531,0.0003933906555175781
532,0.0003924369812011719
533,0.0003935098648071289
534,0.0004017353057861328
535,0.00039756298065185547
536,0.00039649009704589844
537,0.0003985166549682617
538,0.00039577484130859375
539,0.0003986358642578125
540,0.00040078163146972656
541,0.00040018558502197266
542,0.0004018545150756836
543,0.0004019737243652344
544,0.00040268898010253906
545,0.0004062652587890625
546,0.00040531158447265625
547,0.00040733814239501953
548,0.0004050731658935547
549,0.0004082918167114258
550,0.0004096031188964844
551,0.00040841102600097656
552,0.00040793418884277344
553,0.00040602684020996094
554,0.00040602684020996094
555,0.0004049539566040039
556,0.00040590763092041016
557,0.0004050731658935547
558,0.00040733814239501953
559,0.00040781497955322266
560,0.0004076957702636719
561,0.0004074573516845703
562,0.0004096031188964844
563,0.0004107952117919922
564,0.0004132986068725586
565,0.0004152059555053711
566,0.0004140138626098633
567,0.00041663646697998047
568,0.0004172325134277344
569,0.0004159212112426758
570,0.0004178285598754883
571,0.0004189014434814453
572,0.00041937828063964844
573,0.00042235851287841797
574,0.00042247772216796875
575,0.00042510032653808594
576,0.0004228353500366211
577,0.00042617321014404297
578,0.0004297494888305664
579,0.00042891502380371094
580,0.0004291534423828125
581,0.00043129920959472656
582,0.0004296302795410156
583,0.00042998790740966797
584,0.0004315376281738281
585,0.00042951107025146484
586,0.00043070316314697266
587,0.00043213367462158203
588,0.00043463706970214844
589,0.0004304647445678711
590,0.00043272972106933594
591,0.00043380260467529297
592,0.0004315376281738281
593,0.00043523311614990234
594,0.0004361867904663086
595,0.0004360675811767578
596,0.00043570995330810547
597,0.0004343986511230469
598,0.0004354715347290039
599,0.00043582916259765625
600,0.0004363059997558594
601,0.00043773651123046875
602,0.0004363059997558594
603,0.00043904781341552734
604,0.0004442930221557617
605,0.00044155120849609375
606,0.00044286251068115234
607,0.00044214725494384766
608,0.0004432201385498047
609,0.000446319580078125
610,0.00044608116149902344
611,0.00044655799865722656
612,0.00044667720794677734
613,0.0004487037658691406
614,0.00044906139373779297
615,0.00044929981231689453
616,0.00045108795166015625
617,0.00045299530029296875
618,0.0004532337188720703
619,0.00045359134674072266
620,0.00045490264892578125
621,0.0004540681838989258
622,0.0004520416259765625
623,0.0004513263702392578
624,0.00045371055603027344
625,0.00045239925384521484
626,0.00045287609100341797
627,0.00045478343963623047
628,0.00045609474182128906
629,0.00045478343963623047
630,0.0004590749740600586
631,0.0004591941833496094
632,0.0004596710205078125
633,0.00046002864837646484
634,0.00046372413635253906
635,0.00046634674072265625
636,0.00047385692596435547
637,0.00047028064727783203
638,0.0004734992980957031
639,0.0004715919494628906
640,0.00047409534454345703
641,0.0004826784133911133
642,0.0004838705062866211
643,0.00048601627349853516
644,0.0004811286926269531
645,0.00047957897186279297
646,0.00047707557678222656
647,0.00047957897186279297
648,0.0004788637161254883
649,0.0004807710647583008
650,0.0004805326461791992
651,0.000484466552734375
652,0.00048470497131347656
653,0.0004849433898925781
654,0.0004869699478149414
655,0.00048279762268066406
656,0.0004862546920776367
657,0.00048673152923583984
658,0.0004878044128417969
659,0.0004909038543701172
660,0.00048828125
661,0.0004907846450805664
662,0.0004913806915283203
663,0.0004937648773193359
664,0.0004923343658447266
665,0.0004922151565551758
666,0.0004951953887939453
667,0.0004963874816894531
668,0.0004951953887939453
669,0.0004934072494506836
670,0.0004936456680297852
671,0.0004985332489013672
672,0.0004992485046386719
673,0.0005023479461669922
674,0.0005037784576416016
675,0.0005028247833251953
676,0.0005028247833251953
677,0.0005013942718505859
678,0.0005043745040893555
679,0.000502467155456543
680,0.0005049705505371094
681,0.0005061626434326172
682,0.0005049705505371094
683,0.0005027055740356445
684,0.0005096197128295898
685,0.0005067586898803711
686,0.0005054473876953125
687,0.0005048513412475586
688,0.0005067586898803711
689,0.0005092620849609375
690,0.0005044937133789062
691,0.0005053281784057617
692,0.0005130767822265625
693,0.0005105733871459961
694,0.0005071163177490234
695,0.0005064010620117188
696,0.0005093812942504883
697,0.0005116462707519531
698,0.0005098581314086914
699,0.0005117654800415039
700,0.0005147457122802734
701,0.0005158185958862305
702,0.000514984130859375
703,0.0005168914794921875
704,0.0005183219909667969
705,0.0005195140838623047
706,0.0005203485488891602
707,0.0005229711532592773
708,0.0005240440368652344
709,0.0005383491516113281
710,0.0005286931991577148
711,0.000529170036315918
712,0.0005271434783935547
713,0.0005249977111816406
714,0.0005266666412353516
715,0.0005288124084472656
716,0.0005273818969726562
717,0.0005271434783935547
718,0.0005290508270263672
719,0.0005290508270263672
720,0.0005309581756591797
721,0.0005297660827636719
722,0.0005273818969726562
723,0.0005307197570800781
724,0.0005314350128173828
725,0.0005321502685546875
726,0.0005388259887695312
727,0.0005373954772949219
728,0.0005369186401367188
729,0.0005379915237426758
730,0.0005387067794799805
731,0.0005365610122680664
732,0.0005395412445068359
733,0.0005432367324829102
734,0.0005418062210083008
735,0.000540614128112793
736,0.0005407333374023438
737,0.0005438327789306641
738,0.0005472898483276367
739,0.0005450248718261719
740,0.0005472898483276367
741,0.0005464553833007812
742,0.0005446672439575195
743,0.0005470514297485352
744,0.0005474090576171875
745,0.0005480051040649414
746,0.0005491971969604492
747,0.0005491971969604492
748,0.0005527734756469727
749,0.0005507469177246094
750,0.0005511045455932617
751,0.0005543231964111328
752,0.0005543231964111328
753,0.0005550384521484375
754,0.0005568265914916992
755,0.0005567073822021484
756,0.0005545616149902344
757,0.0005573034286499023
758,0.0005621910095214844
759,0.000559687614440918
760,0.0005587339401245117
761,0.0005620718002319336
762,0.0005645751953125
763,0.0005636215209960938
764,0.0005655288696289062
765,0.0005674362182617188
766,0.0005663633346557617
767,0.0005668401718139648
768,0.0005671977996826172
769,0.0005848407745361328
770,0.0005854368209838867
771,0.00058746337890625
772,0.000591278076171875
773,0.0005888938903808594
774,0.0005913972854614258
775,0.0005909204483032227
776,0.0005905628204345703
777,0.000591278076171875
778,0.0005917549133300781
779,0.0005941390991210938
780,0.0005924701690673828
781,0.0005904436111450195
782,0.0005950927734375
783,0.0005944967269897461
784,0.000596165657043457
785,0.0005967617034912109
786,0.0005966424942016602
787,0.0005984306335449219
788,0.0006005764007568359
789,0.0005986690521240234
790,0.0005981922149658203
791,0.0006004571914672852
792,0.0005968809127807617
793,0.0006005764007568359
794,0.0006020069122314453
795,0.0006020069122314453
796,0.000603795051574707
797,0.0005987882614135742
798,0.0006058216094970703
799,0.0006021261215209961
800,0.0006034374237060547
801,0.0006077289581298828
802,0.0006158351898193359
803,0.0006101131439208984
804,0.0006099939346313477
805,0.0006124973297119141
806,0.0006080865859985352
807,0.000613093376159668
808,0.0006097555160522461
809,0.0006099939346313477
810,0.0006120204925537109
811,0.0006128549575805664
812,0.0006198883056640625
813,0.0006414651870727539
814,0.0006215572357177734
815,0.0006157159805297852
816,0.0006189346313476562
817,0.0006165504455566406
818,0.0006175041198730469
819,0.0006163120269775391
820,0.0006197690963745117
821,0.0006208419799804688
822,0.0006270408630371094
823,0.0006200075149536133
824,0.0006229877471923828
825,0.0006242990493774414
826,0.000626683235168457
827,0.000628352165222168
828,0.0006251335144042969
829,0.0006265640258789062
830,0.0006275177001953125
831,0.0006313323974609375
832,0.0006300210952758789
833,0.0006353855133056641
834,0.0006365776062011719
835,0.0006357431411743164
836,0.0006363391876220703
837,0.0006382465362548828
838,0.0006356239318847656
839,0.0006356239318847656
840,0.0006368160247802734
841,0.000637054443359375
842,0.0006352663040161133
843,0.000637054443359375
844,0.000637054443359375
845,0.0006394386291503906
846,0.0006383657455444336
847,0.0006421804428100586
848,0.0006422996520996094
849,0.000639796257019043
850,0.0006443262100219727
851,0.0006444454193115234
852,0.0006461143493652344
853,0.0006459951400756836
854,0.0006510019302368164
855,0.0006469488143920898
856,0.0006486177444458008
857,0.0006511211395263672
858,0.0006490945816040039
859,0.0006527900695800781
860,0.0006526708602905273
861,0.0006518363952636719
862,0.0006555318832397461
863,0.0006546974182128906
864,0.0006544589996337891
865,0.0006595849990844727
866,0.0006583929061889648
867,0.0006614923477172852
868,0.0006604194641113281
869,0.0006606578826904297
870,0.0006608963012695312
871,0.0006593465805053711
872,0.0006607770919799805
873,0.0006616115570068359
874,0.0006651878356933594
875,0.0006651878356933594
876,0.0006654262542724609
877,0.0006672143936157227
878,0.0006756782531738281
879,0.0006791353225708008
880,0.0006812810897827148
881,0.0006799697875976562
882,0.000682830810546875
883,0.000675201416015625
884,0.0006704330444335938
885,0.0006735324859619141
886,0.0006716251373291016
887,0.0006805658340454102
888,0.0006792545318603516
889,0.00067901611328125
890,0.0006810426712036133
891,0.0006842613220214844
892,0.000683903694152832
893,0.0006825923919677734
894,0.0006840229034423828
895,0.0006917715072631836
896,0.0006837844848632812
897,0.0006968975067138672
898,0.0006990432739257812
899,0.0006933212280273438
900,0.0006968975067138672
901,0.0006940364837646484
902,0.0006976127624511719
903,0.0006986856460571289
904,0.0006958246231079102
905,0.0006927251815795898
906,0.0006952285766601562
907,0.0006983280181884766
908,0.0006984472274780273
909,0.0007060766220092773
910,0.0007069110870361328
911,0.0007069110870361328
912,0.000704646110534668
913,0.0007013082504272461
914,0.0007131099700927734
915,0.0006992816925048828
916,0.0007009506225585938
917,0.0007159709930419922
918,0.0007098913192749023
919,0.0007058382034301758
920,0.0007129907608032227
921,0.0007053613662719727
922,0.0007101297378540039
923,0.0007116794586181641
924,0.0007210969924926758
925,0.0007157325744628906
926,0.0007193088531494141
927,0.0007181167602539062
928,0.0007127523422241211
929,0.0007125139236450195
930,0.0007159709930419922
931,0.0007213354110717773
932,0.0007230043411254883
933,0.0007299184799194336
934,0.0007233619689941406
935,0.0007263422012329102
936,0.0007188320159912109
937,0.000735163688659668
938,0.0007337331771850586
939,0.0007230043411254883
940,0.0007216930389404297
941,0.0007239580154418945
942,0.0007263422012329102
943,0.0007293224334716797
944,0.0007289648056030273
945,0.0007331371307373047
946,0.0007344484329223633
947,0.0007338523864746094
948,0.0007311105728149414
949,0.000742793083190918
950,0.0007385015487670898
951,0.0007355213165283203
952,0.0007368326187133789
953,0.0007356405258178711
954,0.0007448196411132812
955,0.0007435083389282227
956,0.0007498264312744141
957,0.0007481575012207031
958,0.0007511377334594727
959,0.0007545948028564453
960,0.0007498264312744141
961,0.0007590055465698242
962,0.0007567405700683594
963,0.0007693767547607422
964,0.0007548332214355469
965,0.0007598400115966797
966,0.0007560253143310547
967,0.0007590055465698242
968,0.000761866569519043
969,0.0007665157318115234
970,0.0007610321044921875
971,0.0007610321044921875
972,0.0007624626159667969
973,0.0007625818252563477
974,0.0007669925689697266
975,0.0007660388946533203
976,0.0007643699645996094
977,0.0007715225219726562
978,0.0007661581039428711
979,0.000775456428527832
980,0.0007715225219726562
981,0.0007702112197875977
982,0.0007671117782592773
983,0.0007700920104980469
984,0.0007739067077636719
985,0.000774383544921875
986,0.0007712841033935547
987,0.0007753372192382812
988,0.0007717609405517578
989,0.0007793903350830078
990,0.0007787942886352539
991,0.0007786750793457031
992,0.0007778406143188477
993,0.0007929801940917969
994,0.0007849931716918945
995,0.0007892847061157227
996,0.0007888078689575195
997,0.0007874965667724609
998,0.0007870197296142578
999,0.0007886886596679688
1000,0.000788569450378418
1001,0.0007952451705932617
1002,0.0007892847061157227
1003,0.000788569450378418
1004,0.0007932186126708984
1005,0.0007903575897216797
1006,0.0007975101470947266
1007,0.0008026361465454102
1008,0.0007982254028320312
1009,0.0007967948913574219
1010,0.0007930994033813477
1011,0.0007919073104858398
1012,0.0007922649383544922
1013,0.0007935762405395508
1014,0.0007970333099365234
1015,0.0007964372634887695
1016,0.0008026361465454102
1017,0.000794529914855957
1018,0.0007970333099365234
1019,0.000794529914855957
1020,0.0007965564727783203
1021,0.0007948875427246094
1022,0.0008080005645751953
1023,0.0007982254028320312
1024,0.0007998943328857422
1025,0.000872492790222168
1026,0.0008738040924072266
1027,0.0008701086044311523
1028,0.0008723735809326172
1029,0.0008748769760131836
1030,0.0008755922317504883
1031,0.0008757114410400391
1032,0.0008757114410400391
1033,0.0008761882781982422
1034,0.0008779764175415039
1035,0.0008796453475952148
1036,0.0008788108825683594
1037,0.0008759498596191406
1038,0.0008782148361206055
1039,0.0008807182312011719
1040,0.0008842945098876953
1041,0.0008802413940429688
1042,0.0008797645568847656
1043,0.0008862018585205078
1044,0.0008852481842041016
1045,0.0008815526962280273
1046,0.0008842945098876953
1047,0.0008834600448608398
1048,0.0008862018585205078
1049,0.0008829832077026367
1050,0.0008890628814697266
1051,0.0008844137191772461
1052,0.0008864402770996094
1053,0.0008878707885742188
1054,0.0008943080902099609
1055,0.0008916854858398438
1056,0.0008924007415771484
1057,0.0008889436721801758
1058,0.0008894205093383789
1059,0.0008866786956787109
1060,0.000886082649230957
1061,0.0008927583694458008
1062,0.0008879899978637695
1063,0.0008885860443115234
1064,0.0008913278579711914
1065,0.0008896589279174805
1066,0.0008894205093383789
1067,0.0008922815322875977
1068,0.0008945465087890625
1069,0.0008985996246337891
1070,0.0008968114852905273
1071,0.0008995532989501953
1072,0.0008990764617919922
1073,0.0008987188339233398
1074,0.0009037256240844727
1075,0.0009052753448486328
1076,0.0009070634841918945
1077,0.0009067058563232422
1078,0.0009007453918457031
1079,0.0009132623672485352
1080,0.0009090900421142578
1081,0.0009131431579589844
1082,0.0009130239486694336
1083,0.0009082555770874023
1084,0.0009109973907470703
1085,0.0009119510650634766
1086,0.0009073019027709961
1087,0.0009081363677978516
1088,0.0009181499481201172
1089,0.0009156465530395508
1090,0.000916600227355957
1091,0.0009162425994873047
1092,0.0009206533432006836
1093,0.0009188652038574219
1094,0.0009196996688842773
1095,0.0009143352508544922
1096,0.0009199380874633789
1097,0.0009143352508544922
1098,0.000918269157409668
1099,0.0009136199951171875
1100,0.0009179115295410156
1101,0.0009160041809082031
1102,0.00091552734375
1103,0.0009235143661499023
1104,0.0009211301803588867
1105,0.0009224414825439453
1106,0.0009232759475708008
1107,0.000925898551940918
1108,0.0009347200393676758
1109,0.0009239912033081055
1110,0.0009187459945678711
1111,0.0009222030639648438
1112,0.0009268522262573242
1113,0.0009284019470214844
1114,0.0009270906448364258
1115,0.0009289979934692383
1116,0.0009295940399169922
1117,0.0009272098541259766
1118,0.0009326934814453125
1119,0.0009279251098632812
1120,0.0009285211563110352
1121,0.0009366273880004883
1122,0.00093841552734375
1123,0.0009338855743408203
1124,0.000937342643737793
1125,0.0009381771087646484
1126,0.0009459257125854492
1127,0.0009350776672363281
1128,0.0009410381317138672
1129,0.0009392499923706055
1130,0.0009374618530273438
1131,0.000942230224609375
1132,0.0009412765502929688
1133,0.0009511709213256836
1134,0.0009403228759765625
1135,0.0009444952011108398
1136,0.0009427070617675781
1137,0.0009504556655883789
1138,0.0009473562240600586
1139,0.0009434223175048828
1140,0.0009572505950927734
